Method,Missing %,Condition,Boundary,Length,Gap_size,MAE,RMSE,R2,Bias
Spline,15%,extreme_high_temp,crossing,medium,17,3.754,3.976,-10.4727,-3.754
Spline,15%,normal,falling,medium,9,2.833,2.973,-5.8364,-2.833
Spline,15%,normal,stable,short,3,0.18,0.262,-0.314,0.18
Spline,15%,extreme_high_temp,crossing,short,5,0.516,0.56,0.8359,-0.366
Spline,15%,normal,crossing,long,29,3.223,3.566,-0.0409,-2.078
Spline,15%,normal,crossing,medium,17,0.892,1.007,0.8635,0.28
Spline,15%,normal,stable,short,3,2.166,2.207,-46.1847,2.166
Spline,15%,normal,stable,short,5,0.479,0.594,-7.2612,0.266
Spline,15%,extreme_high_temp,stable,short,3,0.729,0.758,-5.016,0.729
Spline,15%,normal,stable,short,2,1.734,1.734,-612.6115,-1.734
Spline,15%,normal,stable,short,1,2.927,2.927,,2.927
Spline,15%,normal,rising,short,3,0.592,0.673,0.0994,0.592
Spline,15%,normal,rising,long,29,3.549,4.11,0.1499,2.5
Spline,15%,normal,falling,short,3,1.546,1.564,-3.82,-1.546
Spline,15%,high_temp,crossing,medium,11,1.231,1.367,0.679,1.231
Spline,15%,low_temp,crossing,medium,17,1.018,1.071,-3.345,-0.844
Spline,15%,extreme_high_temp,crossing,medium,9,0.704,0.934,0.8213,-0.593
Spline,15%,normal,stable,long,44,3.306,3.991,-0.0643,-0.733
Spline,15%,normal,rising,short,5,0.71,0.714,0.4852,-0.71
Spline,15%,normal,stable,short,5,1.909,1.918,-110.8292,-1.909
Spline,15%,stagnant_wind,crossing,short,5,1.024,1.358,0.4863,0.785
Spline,15%,normal,falling,medium,13,1.176,1.458,-0.3003,-0.779
Spline,15%,normal,rising,short,3,0.371,0.444,0.6953,-0.371
Spline,15%,normal,crossing,short,5,2.268,2.333,-6.1039,-2.268
Spline,15%,extreme_high_temp,crossing,short,5,1.982,2.1,0.1279,-0.508
Spline,15%,low_temp,stable,short,3,2.697,2.701,-141.9519,2.697
Spline,15%,normal,stable,short,5,3.657,3.665,-152.7127,-3.657
Spline,15%,extreme_high_temp,crossing,long,31,7.195,8.186,-2.5936,-7.165
Spline,15%,normal,falling,medium,11,1.322,1.618,0.2056,-1.322
Spline,15%,stagnant_wind,crossing,medium,10,1.588,1.851,-3.6757,-1.564
Spline,15%,normal,falling,long,25,2.357,2.868,-1.9868,-2.357
Spline,15%,normal,stable,long,29,3.032,3.23,-10.0487,2.699
Spline,15%,normal,crossing,medium,21,3.632,4.151,-1.4665,3.632
Spline,15%,extreme_high_temp,rising,medium,9,3.039,3.044,-15.548,-3.039
Spline,15%,normal,stable,long,49,3.136,3.605,-1.8105,1.47
Spline,15%,normal,stable,medium,15,5.217,5.635,-3.03,-4.97
Spline,15%,normal,crossing,short,4,1.004,1.221,0.8291,0.094
Spline,15%,high_temp,crossing,short,3,0.562,0.661,0.4553,-0.514
Spline,15%,normal,stable,short,1,0.139,0.139,,0.139
Spline,15%,low_temp,stable,medium,21,2.654,2.66,-163.5219,2.654
Spline,15%,low_temp,crossing,medium,11,2.139,2.414,-0.2808,2.139
Spline,15%,normal,stable,short,1,0.151,0.151,,0.151
Spline,15%,normal,crossing,medium,11,1.401,1.569,0.674,-1.19
Spline,15%,normal,stable,long,49,3.454,3.872,-2.5225,-1.088
Spline,15%,normal,stable,medium,21,1.012,1.123,-1.4131,0.871
Spline,15%,normal,crossing,medium,13,0.841,0.934,0.8524,0.815
Spline,15%,normal,rising,medium,12,2.627,2.709,0.6304,0.059
Spline,15%,normal,falling,short,1,0.419,0.419,,-0.419
Spline,15%,normal,stable,short,5,0.356,0.432,0.7701,0.346
Spline,15%,extreme_high_temp,falling,short,5,0.453,0.528,0.7231,-0.121
Spline,15%,stagnant_wind,crossing,medium,13,2.638,2.854,-3.523,2.638
Spline,15%,stagnant_wind,stable,short,1,2.392,2.392,,-2.392
Spline,15%,low_temp,crossing,medium,19,2.913,3.135,-7.1106,2.913
Diagonal Climatology,15%,extreme_high_temp,crossing,medium,19,1.894,2.114,0.6673,-0.087
Diagonal Climatology,15%,stagnant_wind,rising,short,3,0.617,0.789,-0.2067,-0.6
Diagonal Climatology,15%,normal,crossing,medium,19,2.204,2.221,0.4095,2.204
Diagonal Climatology,15%,normal,rising,long,39,0.566,0.638,0.9488,-0.097
Diagonal Climatology,15%,normal,falling,medium,17,2.829,2.867,-2.4607,-2.829
Diagonal Climatology,15%,high_temp,crossing,medium,15,1.523,1.646,-0.3631,-1.523
Diagonal Climatology,15%,extreme_high_temp,stable,short,3,1.506,1.514,-47.6808,1.506
Diagonal Climatology,15%,stagnant_wind,stable,short,3,0.419,0.42,-54.0659,-0.419
Diagonal Climatology,15%,low_temp,stable,medium,9,0.515,0.636,0.0715,0.515
Diagonal Climatology,15%,normal,crossing,medium,19,2.676,2.72,0.1888,2.676
Diagonal Climatology,15%,extreme_high_temp,rising,medium,19,2.462,2.517,-1.545,-2.462
Diagonal Climatology,15%,stagnant_wind,crossing,short,3,0.069,0.072,-2.3553,-0.041
Diagonal Climatology,15%,normal,crossing,long,47,1.372,1.557,0.8042,1.302
Diagonal Climatology,15%,stagnant_wind,stable,long,25,2.653,3.151,-1.8012,2.509
Diagonal Climatology,15%,low_temp,crossing,medium,15,1.224,1.287,0.318,1.224
Diagonal Climatology,15%,low_temp,crossing,short,3,1.252,1.27,-1.1553,1.252
Diagonal Climatology,15%,normal,stable,short,3,0.221,0.271,-1.3543,0.216
Diagonal Climatology,15%,low_temp,crossing,long,35,3.712,3.746,-0.1155,3.712
Diagonal Climatology,15%,low_temp,crossing,short,3,0.498,0.595,0.8087,0.498
Diagonal Climatology,15%,stagnant_wind,stable,short,5,0.215,0.302,-3.936,0.18
Diagonal Climatology,15%,normal,falling,medium,11,0.264,0.302,0.9789,0.213
Diagonal Climatology,15%,low_temp,crossing,short,5,3.347,3.351,-4.0306,3.347
Diagonal Climatology,15%,low_temp,crossing,medium,7,0.317,0.389,0.9648,-0.189
Diagonal Climatology,15%,normal,stable,short,5,1.376,1.527,-58.6681,1.376
Diagonal Climatology,15%,stagnant_wind,stable,medium,7,0.787,0.857,-10.2684,-0.787
Diagonal Climatology,15%,normal,crossing,medium,23,2.214,2.244,0.414,-2.214
Diagonal Climatology,15%,normal,stable,long,45,1.395,1.686,-1.4578,-0.108
Diagonal Climatology,15%,normal,crossing,medium,17,1.434,1.504,0.7135,0.075
Diagonal Climatology,15%,stagnant_wind,stable,short,1,1.293,1.293,,-1.293
Diagonal Climatology,15%,normal,stable,long,27,0.841,1.052,0.8135,-0.831
Diagonal Climatology,15%,normal,stable,short,5,2.176,2.207,-149.7011,-2.176
Diagonal Climatology,15%,normal,crossing,long,39,2.409,2.582,0.4693,2.409
